Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Notes
4,80,No,,5,63,excellent
5,66,Yes,7,8,50,review
3,40,Yes,7,3,18,excellent
6,96,Yes,9,1,88,review
3,56,Yes,4,4,35,review
8,87,No,7,6,82,review
,89,Yes,9,3,87,review
,73,Yes,8,0,59,review
9,53,No,9,7,56,excellent
7,93,Yes,6,4,86,excellent
3,94,No,7,9,70,excellent
,98,Yes,7,1,90,excellent
1,56,No,8,2,28,review
3,42,Yes,5,9,21,excellent
6,73,No,9,9,64,excellent
4,79,No,5,4,61,review
7,64,Yes,9,3,54,excellent
3,41,No,8,8,20,review
1,73,No,,8,49,review
9,65,Yes,4,7,65,excellent
6,70,No,8,1,61,excellent
8,48,No,9,4,40,excellent
3,69,Yes,6,7,49,review
8,59,Yes,6,7,52,excellent
2,60,No,6,6,38,excellent
4,68,No,9,3,51,excellent
3,98,No,7,2,76,review
1,64,No,8,7,42,review
7,77,No,8,7,68,excellent
2,97,Yes,5,9,77,review
4,83,No,8,4,65,review
,64,Yes,8,2,63,review
6,48,Yes,5,4,35,excellent
8,78,Yes,8,3,71,excellent
2,83,Yes,8,7,64,review
7,65,No,4,1,53,review
6,96,No,9,7,87,excellent
9,76,No,5,9,71,review
7,55,Yes,4,5,43,excellent
1,76,Yes,7,3,54,review
8,51,No,5,2,44,review
3,63,Yes,9,9,45,review
2,65,No,8,4,42,excellent
3,59,Yes,8,5,38,excellent
6,48,Yes,4,0,36,review
3,62,Yes,4,0,43,review
5,78,Yes,7,9,67,review
6,68,Yes,7,2,58,excellent
8,70,Yes,9,1,64,review
7,58,Yes,8,0,51,review
8,59,No,6,7,57,excellent
3,62,No,7,0,40,excellent
4,82,Yes,8,9,68,review
,66,Yes,7,7,58,review
7,69,No,5,4,63,excellent
9,60,Yes,4,3,56,excellent
1,83,No,8,7,60,review
8,74,No,7,7,68,excellent
8,88,No,,7,82,excellent
,46,No,,2,33,excellent
4,61,No,7,7,47,review
3,49,Yes,8,0,32,excellent
3,62,Yes,5,3,39,excellent
6,54,No,4,4,41,review
8,69,Yes,4,5,61,excellent
7,73,No,5,4,63,review
1,52,Yes,8,4,27,review
6,99,Yes,9,4,88,review
7,43,Yes,6,8,35,excellent
,57,Yes,9,9,48,excellent
9,95,Yes,5,9,95,excellent
5,62,Yes,6,2,48,excellent
,72,Yes,8,1,45,review
2,73,Yes,,9,49,review
4,73,No,7,1,57,excellent
5,75,No,9,7,61,excellent
9,74,Yes,8,4,75,review
1,56,Yes,6,4,26,review
3,67,Yes,9,5,47,review
5,53,No,5,8,37,review
3,73,Yes,9,6,55,review
4,87,Yes,8,4,73,excellent
3,50,No,8,4,30,review
4,96,No,7,9,80,review
1,52,No,,8,24,excellent
8,72,Yes,7,8,66,excellent
4,96,No,6,1,77,review
,94,Yes,6,6,86,excellent
2,41,No,4,9,13,review
2,73,Yes,8,0,52,excellent
,92,Yes,5,3,80,excellent
2,68,Yes,5,1,44,excellent
6,76,No,7,9,68,review
2,43,Yes,9,8,23,excellent
4,51,Yes,9,5,36,excellent
7,65,Yes,7,3,58,review
8,97,No,9,2,91,review
,67,Yes,5,3,48,excellent
9,42,Yes,7,1,40,excellent
2,59,Yes,9,4,33,review
8,49,Yes,4,8,46,excellent
8,91,No,8,5,87,review
4,57,Yes,4,1,39,review
1,92,No,9,5,70,excellent
1,92,No,,8,67,review
2,92,Yes,5,3,68,review
9,66,No,4,0,61,review
2,70,No,4,1,51,excellent
2,66,No,7,4,43,review
6,81,Yes,7,9,70,excellent
7,40,No,7,6,34,review
7,45,No,9,7,33,excellent
9,50,Yes,6,2,46,review
6,73,Yes,4,8,60,excellent
8,78,No,8,1,73,excellent
6,59,No,7,3,47,review
2,92,No,6,3,67,review
1,60,Yes,9,5,37,review
5,60,No,6,9,44,review
9,57,Yes,7,5,55,review
8,60,No,5,2,52,excellent
,58,No,4,8,42,excellent
,43,Yes,7,4,28,review
5,52,No,8,1,31,review
6,57,Yes,4,5,42,review
3,91,No,6,2,71,review
,68,Yes,8,7,54,excellent
,64,Yes,4,2,42,excellent
1,95,No,8,4,68,review
1,52,Yes,6,3,27,review
7,66,No,7,3,59,excellent
2,99,Yes,8,1,77,review
4,58,Yes,7,7,43,review
,88,Yes,6,2,73,excellent
7,40,No,6,3,31,excellent
,77,Yes,8,5,55,review
6,58,Yes,8,8,49,excellent
1,91,Yes,6,3,65,review
7,40,No,8,2,30,excellent
9,79,No,8,4,75,review
5,56,Yes,8,8,43,excellent
5,60,Yes,9,0,49,excellent
4,61,No,8,4,44,review
3,54,Yes,4,3,35,excellent
9,89,Yes,6,4,88,excellent
5,78,Yes,6,6,65,review
8,87,Yes,5,6,82,excellent
9,78,Yes,,6,76,excellent
5,71,Yes,5,0,54,excellent
9,88,No,8,8,90,review
2,43,Yes,,6,23,review
9,83,Yes,4,3,79,review
4,84,No,4,3,65,review
6,71,No,4,1,59,excellent
6,43,No,4,5,28,review
6,92,No,4,9,79,review
2,40,Yes,4,2,11,review
7,72,No,4,0,61,review
,46,Yes,4,4,36,excellent
1,48,No,9,5,22,excellent
,40,No,4,4,20,review
7,55,No,6,4,45,review
1,57,Yes,4,9,32,review
1,93,No,7,7,68,review
1,86,No,4,9,55,review
8,45,No,9,0,38,excellent
,41,Yes,8,7,23,review
4,48,Yes,9,6,33,excellent
2,43,No,9,0,22,review
1,84,Yes,8,8,60,review
9,62,No,,3,58,excellent
7,93,Yes,4,6,84,excellent
4,82,No,8,2,67,excellent
,84,Yes,7,7,79,excellent
2,82,No,5,3,61,review
7,90,Yes,6,1,80,excellent
,47,Yes,8,1,27,review
8,78,No,,7,72,excellent
8,64,No,6,7,61,review
1,55,Yes,4,0,25,review
,74,No,5,5,67,excellent
2,56,No,5,8,33,review
6,57,No,8,8,46,review
1,99,No,6,1,73,review
5,66,Yes,,7,54,excellent
7,54,No,6,7,44,excellent
1,99,Yes,9,3,74,excellent
2,56,Yes,5,3,31,excellent
7,82,No,4,4,73,excellent
6,44,No,9,9,34,review
3,55,Yes,9,6,36,review
2,54,No,8,0,27,excellent
4,81,No,7,8,66,review
3,85,Yes,5,2,66,review
7,73,Yes,9,3,64,review
8,87,Yes,,6,82,excellent
2,58,No,8,4,34,review
7,47,No,4,4,38,excellent
8,86,Yes,6,0,79,excellent
6,49,Yes,,1,35,excellent
6,44,No,8,4,33,excellent
1,91,No,8,1,65,review
4,87,No,,0,69,excellent
1,92,Yes,6,9,66,excellent
4,65,No,5,2,45,excellent
2,61,No,9,0,37,excellent
5,83,Yes,8,9,71,review
9,62,No,6,7,59,excellent
3,52,Yes,,7,32,review
8,48,No,7,7,40,excellent
3,88,Yes,5,6,73,excellent
6,59,Yes,6,6,48,excellent
4,67,Yes,7,1,52,excellent
8,83,No,7,8,79,review
6,96,No,6,6,85,review
8,76,No,9,4,72,excellent
1,63,No,,3,39,review
,83,Yes,6,7,72,review
1,72,No,6,4,51,excellent
1,59,No,8,5,36,review
8,99,Yes,4,3,89,excellent
7,87,Yes,9,1,82,review
3,69,Yes,8,6,51,excellent
6,83,Yes,7,1,75,excellent
9,48,No,7,6,44,review
7,84,Yes,7,6,72,review
3,88,No,6,0,66,review
6,56,No,5,9,41,excellent
4,75,Yes,8,9,59,review
3,53,Yes,5,2,31,review
,58,Yes,4,2,54,excellent
2,46,Yes,4,5,23,review
1,98,Yes,8,2,75,excellent
2,42,No,7,8,21,excellent
7,72,Yes,9,4,69,excellent
1,83,No,4,5,56,excellent
6,71,Yes,5,5,60,review
7,86,No,5,7,79,excellent
9,50,No,9,9,47,excellent
8,81,No,6,2,72,review
6,41,Yes,7,8,31,review
3,65,Yes,6,6,45,excellent
8,43,Yes,8,5,40,review
7,56,No,4,0,46,excellent
3,56,No,9,3,38,review
9,67,Yes,9,4,64,review
2,69,Yes,9,1,46,excellent
,79,No,6,0,58,review
,62,No,6,1,37,excellent
1,85,Yes,8,7,62,review
4,63,Yes,5,9,49,review
5,68,Yes,5,5,53,excellent
6,43,No,8,9,30,excellent
5,77,No,9,1,59,excellent
1,68,Yes,5,8,40,excellent
3,58,Yes,8,7,37,excellent
1,66,Yes,5,3,41,excellent
5,68,Yes,8,9,56,review
5,95,Yes,5,6,81,excellent
6,75,No,9,2,66,review
8,74,Yes,6,5,71,review
1,91,No,6,2,64,review
4,45,No,9,9,31,review
1,98,No,5,2,72,excellent
9,62,No,9,8,57,review
,78,No,8,5,67,review
7,85,No,6,7,76,review
,83,No,4,3,68,review
7,87,No,5,3,78,excellent
2,91,Yes,4,7,68,review
4,47,Yes,4,6,25,review
7,94,Yes,,4,86,review
,41,Yes,4,1,15,review
2,52,Yes,,5,28,excellent
2,79,No,9,0,58,review
1,96,No,7,6,72,review
5,60,No,7,8,45,review
6,70,No,7,4,59,review
,91,No,8,4,78,excellent
9,87,Yes,7,6,84,review
4,75,Yes,9,4,56,excellent
1,87,No,8,9,62,excellent
6,91,Yes,5,3,78,review
5,77,Yes,8,0,62,excellent
6,66,Yes,5,5,54,excellent
3,75,Yes,7,8,57,excellent
2,87,Yes,7,3,61,review
6,62,No,5,9,49,excellent
1,94,Yes,6,3,71,review
7,60,Yes,9,4,55,review
7,52,No,8,5,44,excellent
7,76,No,,2,68,excellent
1,86,No,9,8,60,review
4,65,No,4,0,45,excellent
7,79,No,7,5,72,excellent
9,46,No,8,5,41,review
,85,No,9,7,73,review
2,78,No,8,4,57,review
7,61,Yes,9,8,55,excellent
1,78,No,7,8,53,excellent
7,62,No,9,1,53,review
6,97,Yes,5,4,87,excellent
7,69,No,7,6,61,excellent
3,57,No,8,1,38,excellent
3,81,No,6,6,60,review
7,57,No,9,8,49,excellent
,85,Yes,5,7,64,excellent
1,49,Yes,7,9,23,review
,78,No,4,8,72,review
9,69,Yes,7,3,71,excellent
7,65,Yes,8,7,59,review
7,46,Yes,8,8,38,excellent
3,46,Yes,4,9,24,review
2,44,Yes,5,1,18,review
7,40,Yes,8,9,33,review
9,85,No,5,2,81,review
1,57,No,5,0,30,review
4,52,Yes,7,0,32,excellent
6,64,Yes,5,9,50,review
7,79,Yes,9,5,73,excellent
7,47,No,8,0,38,excellent
2,49,No,8,4,28,review
4,71,No,6,5,57,review
5,56,No,5,8,41,excellent
1,77,No,6,5,52,review
1,54,No,7,3,26,review
3,54,Yes,6,0,28,excellent
3,96,No,5,5,74,review
8,87,No,8,6,81,review
9,79,No,7,4,81,excellent
1,90,Yes,5,5,61,excellent
2,59,No,,9,38,review
2,54,Yes,4,7,29,excellent
4,74,Yes,5,0,57,excellent
2,45,No,4,7,21,excellent
,69,No,6,1,57,review
9,96,No,5,1,94,excellent
7,47,Yes,4,7,39,review
6,70,No,9,1,59,excellent
1,87,Yes,8,7,64,review
9,86,Yes,6,4,83,excellent
5,71,No,5,8,53,review
5,84,No,5,8,70,review
6,97,No,8,7,92,excellent
9,91,Yes,8,8,92,review
8,54,No,4,6,47,review
8,57,Yes,4,7,51,excellent
8,52,No,4,5,45,excellent
1,63,Yes,7,8,34,review
1,79,No,6,1,50,review
8,53,No,5,2,45,excellent
5,67,Yes,6,1,54,excellent
9,50,Yes,8,5,52,review
2,45,No,9,2,20,excellent
9,95,Yes,,0,93,excellent
8,64,Yes,6,3,53,review
9,40,Yes,4,4,35,review
4,64,Yes,8,3,48,review
1,41,No,6,5,18,excellent
,71,Yes,5,2,43,review
5,52,No,4,9,36,review
,72,No,6,5,51,excellent
8,71,No,8,9,65,review
5,95,Yes,9,0,81,excellent
5,63,No,5,5,45,review
2,66,No,9,7,46,excellent
7,43,No,8,9,32,review
8,63,No,8,7,60,review
1,62,No,8,0,33,excellent
2,68,Yes,9,6,45,excellent
4,73,No,7,9,54,excellent
5,60,Yes,5,9,46,excellent
2,69,No,8,3,49,excellent
1,65,No,7,5,38,excellent
9,59,Yes,4,5,53,excellent
1,55,Yes,7,4,30,excellent
4,42,No,,9,24,excellent
2,88,No,9,8,69,excellent
4,76,No,7,9,57,review
,97,No,9,7,94,review
8,79,No,8,5,77,review
,83,Yes,7,3,79,excellent
5,64,No,,3,50,excellent
7,62,No,8,8,52,excellent
3,83,Yes,4,3,64,review
4,98,Yes,8,6,86,review
9,40,No,5,5,33,excellent
1,72,Yes,7,1,47,excellent
2,54,Yes,5,4,31,review
5,56,Yes,8,2,42,excellent
3,73,No,9,8,54,review
2,56,No,8,9,33,review
1,91,No,6,0,61,excellent
3,97,Yes,5,9,78,excellent
1,80,No,6,3,55,excellent
1,83,No,5,3,59,review
1,43,Yes,9,8,20,review
8,52,No,6,0,43,review
3,43,Yes,6,1,19,review
,46,Yes,5,0,17,excellent
7,85,Yes,8,0,73,review
3,98,Yes,4,0,72,review
8,48,No,8,2,39,review
4,62,No,4,3,44,excellent
4,72,No,5,9,52,excellent
,72,Yes,7,1,58,excellent
6,59,No,8,0,45,review
7,43,No,6,4,36,review
4,40,Yes,8,5,22,review
8,93,Yes,5,1,86,review
6,81,No,7,2,68,review
1,73,Yes,7,9,47,review
1,66,No,8,2,40,excellent
9,60,Yes,8,1,58,excellent
,63,Yes,9,3,53,review
8,54,No,8,4,46,excellent
7,74,Yes,5,7,66,review
6,64,Yes,4,5,49,excellent
4,94,Yes,9,8,77,excellent
,48,No,4,2,36,excellent
9,56,No,6,9,55,review
7,60,No,5,8,49,review
1,99,Yes,9,3,76,review
9,52,Yes,,7,45,review
4,42,Yes,9,9,28,excellent
3,43,Yes,6,6,25,excellent
,43,No,7,6,27,excellent
4,82,No,9,8,67,excellent
2,67,Yes,7,9,44,excellent
1,46,No,8,1,18,review
1,65,No,7,4,37,review
8,50,No,9,2,43,excellent
2,63,Yes,7,6,43,review
5,82,No,5,2,66,review
4,49,No,8,4,34,review
8,76,No,8,4,77,excellent
2,52,No,6,1,31,excellent
9,83,No,8,0,80,review
,81,Yes,4,5,71,excellent
7,78,No,5,0,69,excellent
1,58,No,6,8,34,excellent
2,90,Yes,4,9,69,excellent
4,58,No,7,4,44,excellent
4,51,Yes,4,0,30,excellent
,91,Yes,6,7,73,review
7,61,Yes,8,0,52,review
8,86,Yes,5,3,81,review
2,76,No,6,6,52,review
4,95,No,4,3,77,review
3,69,Yes,4,4,44,review
2,85,No,6,6,62,review
6,51,Yes,9,3,44,review
4,68,No,9,4,51,review
6,60,No,6,6,48,excellent
2,50,Yes,9,0,30,excellent
4,99,No,6,2,82,excellent
6,76,Yes,8,0,61,review
5,87,No,6,2,72,review
,97,No,7,1,78,review
8,57,No,5,4,53,review
7,83,Yes,5,9,78,excellent
3,98,Yes,7,4,79,review
6,66,Yes,4,9,56,excellent
,76,No,4,8,58,excellent
5,87,Yes,4,7,72,review
5,51,Yes,4,2,37,excellent
7,62,Yes,8,0,56,review
5,73,No,7,4,59,review
3,77,No,5,2,54,excellent
,62,No,,4,47,excellent
7,92,No,5,8,84,excellent
5,64,Yes,4,0,50,excellent
,43,No,8,0,27,review
,69,Yes,6,8,67,review
3,69,No,6,2,48,review
6,52,Yes,9,9,42,review
1,81,Yes,4,4,55,review
5,88,No,4,8,73,excellent
8,53,Yes,7,4,46,excellent
5,95,Yes,8,2,81,excellent
,86,Yes,8,8,82,excellent
6,47,Yes,7,6,35,review
8,94,No,8,6,92,excellent
8,63,No,8,7,59,review
3,57,Yes,,4,35,review
7,74,No,8,1,65,excellent
7,64,Yes,4,8,53,review
6,56,Yes,6,2,45,excellent
7,71,No,4,1,61,excellent
2,95,Yes,4,9,74,excellent
9,63,No,7,9,60,excellent
1,46,Yes,9,4,23,excellent
1,52,No,8,7,25,review
3,66,No,8,2,45,review
3,87,Yes,8,5,68,review
1,44,No,8,8,21,review
7,75,Yes,6,1,65,excellent
4,65,No,5,7,45,review
2,81,Yes,4,9,58,excellent
5,84,No,9,6,76,excellent
6,70,No,9,2,57,review
9,49,No,,0,46,review
,85,Yes,5,5,68,review
2,65,No,5,1,40,review
5,61,Yes,6,2,45,excellent
3,51,No,5,4,31,review
2,71,No,6,7,50,excellent
1,66,Yes,7,1,43,review
2,72,No,7,5,50,excellent
,92,Yes,9,0,80,excellent
8,91,Yes,7,6,90,review
3,59,Yes,6,3,38,review
9,78,Yes,6,0,73,excellent
9,80,Yes,4,8,78,excellent
2,79,No,5,8,54,review
8,98,Yes,,2,92,review
5,52,No,,5,39,review
4,53,Yes,5,6,41,review
5,83,Yes,8,3,71,review
4,79,No,8,5,65,review
8,92,No,8,8,87,excellent
4,61,Yes,9,9,47,review
6,57,Yes,6,5,42,review
2,87,No,6,6,62,review
5,68,No,6,5,54,excellent
6,82,Yes,5,6,71,review
5,55,Yes,7,0,42,excellent
2,85,Yes,9,5,64,excellent
7,74,No,9,8,70,review
4,92,Yes,8,2,77,review
8,73,No,4,5,62,excellent
7,42,No,6,3,28,excellent
7,43,Yes,9,6,36,excellent
9,93,Yes,9,6,92,excellent
1,44,No,4,8,18,excellent
6,49,Yes,8,3,37,review
6,91,Yes,9,7,81,excellent
6,68,No,,7,57,excellent
6,71,Yes,7,7,61,review
7,70,No,4,7,62,excellent
6,41,No,8,5,27,excellent
1,51,Yes,,7,26,review
3,66,No,6,5,48,review
2,44,No,7,9,18,review
6,76,Yes,8,1,66,review
8,66,No,7,2,59,review
3,62,Yes,6,5,41,review
8,72,No,4,6,64,review
8,43,No,,3,40,review
5,98,No,9,0,84,excellent
8,60,No,,3,51,review
6,63,No,5,5,49,review
,83,No,5,7,67,review
9,70,No,9,3,70,excellent
7,83,Yes,7,9,75,review
8,87,No,5,0,80,review
1,63,Yes,4,4,35,review
2,88,No,8,6,65,excellent
8,92,No,7,5,86,excellent
9,49,Yes,9,2,45,review
4,88,Yes,4,6,69,review
,88,Yes,9,3,86,review
4,89,No,7,4,75,review
9,41,Yes,7,6,39,excellent
7,70,No,7,1,59,review
2,64,No,6,3,42,excellent
9,43,Yes,8,3,42,review
4,90,No,5,5,70,excellent
8,50,Yes,6,6,48,review
7,56,Yes,8,3,49,review
7,83,Yes,9,9,78,excellent
8,41,Yes,5,0,34,review
,45,No,6,0,18,excellent
5,48,No,6,4,33,excellent
2,44,Yes,4,0,20,review
2,59,Yes,6,2,35,excellent
1,68,No,7,8,46,review
5,60,No,9,2,42,review
2,48,Yes,6,2,23,excellent
4,67,No,7,8,51,excellent
3,94,No,8,4,75,review
3,47,No,8,7,27,excellent
2,70,No,7,9,48,excellent
6,59,Yes,,8,45,review
2,66,No,4,5,40,excellent
8,47,Yes,8,6,42,excellent
8,93,Yes,9,6,90,excellent
5,60,Yes,6,6,45,review
7,67,No,8,3,55,excellent
4,62,No,8,1,45,review
1,45,Yes,7,1,20,excellent
2,42,No,4,6,15,excellent
4,44,Yes,9,9,28,review
1,48,Yes,,6,25,review
8,46,No,8,9,39,excellent
9,99,No,5,6,96,excellent
4,43,No,6,7,24,review
3,78,Yes,8,2,63,review
2,44,Yes,7,4,19,excellent
5,50,No,5,5,31,review
3,54,Yes,5,7,35,review
,73,Yes,8,7,65,excellent
6,52,Yes,9,9,41,review
1,93,No,4,2,65,review
8,87,No,5,3,83,review
2,46,No,6,5,22,excellent
5,79,Yes,7,3,68,review
9,45,No,7,9,40,excellent
,95,Yes,7,3,92,excellent
2,78,Yes,8,4,54,review
9,89,Yes,7,9,90,excellent
5,69,No,7,6,57,review
6,61,Yes,,1,47,excellent
3,64,No,4,1,43,review
3,67,Yes,9,9,50,excellent
8,93,No,8,8,91,review
2,59,No,8,3,34,review
2,78,No,7,4,54,excellent
,42,No,6,2,26,review
6,44,No,5,1,34,excellent
2,40,No,7,9,18,review
5,54,No,7,7,38,review
7,65,No,8,3,57,excellent
8,42,Yes,8,0,34,review
7,79,Yes,7,5,68,excellent
8,96,Yes,8,5,92,review
9,80,Yes,6,1,77,review
5,86,Yes,5,1,71,excellent
5,81,No,5,7,67,review
4,73,No,5,6,59,review
9,91,No,7,1,91,excellent
5,44,No,9,9,29,review
2,70,No,7,0,48,review
8,90,Yes,7,7,90,excellent
7,52,Yes,6,9,48,excellent
8,82,No,5,1,77,review
3,40,Yes,8,4,20,excellent
4,61,Yes,8,5,42,excellent
5,54,No,4,9,37,excellent
,65,No,4,0,52,review
1,57,Yes,9,1,33,excellent
4,87,Yes,8,9,72,review
5,48,No,5,3,34,excellent
7,40,Yes,7,1,33,excellent
5,82,No,8,5,71,excellent
1,48,Yes,9,3,25,excellent
7,62,Yes,9,2,55,review
8,82,No,8,5,76,review
,84,Yes,4,8,76,excellent
,97,No,5,7,81,review
8,41,Yes,8,1,35,excellent
5,53,Yes,7,2,35,review
9,77,No,7,1,74,excellent
5,79,Yes,6,9,66,excellent
1,57,No,7,6,31,review
9,55,No,8,8,54,review
5,92,Yes,8,0,79,excellent
6,68,No,7,2,58,review
4,83,No,4,5,66,excellent
6,50,No,5,3,36,excellent
8,45,Yes,9,9,44,review
,42,No,8,9,26,excellent
5,53,No,7,0,37,review
2,99,Yes,9,8,82,review
2,41,No,7,6,18,review
7,71,No,8,6,66,excellent
6,70,No,6,0,60,excellent
4,50,Yes,5,8,32,review
5,61,Yes,8,7,51,review
1,42,Yes,9,9,18,review
7,89,Yes,7,4,82,excellent
8,70,Yes,6,3,66,review
9,72,Yes,8,0,69,excellent
8,63,No,5,8,59,review
5,40,Yes,6,7,26,excellent
3,83,Yes,9,1,63,excellent
,54,Yes,7,3,52,excellent
,76,Yes,4,3,66,review
5,66,No,,6,51,excellent
3,77,No,6,2,54,excellent
6,87,Yes,8,7,77,excellent
3,66,No,8,6,45,review
6,83,Yes,6,9,77,excellent
4,51,No,8,3,32,review
2,42,Yes,6,8,15,review
8,69,Yes,5,5,62,review
4,71,Yes,8,2,55,excellent
9,62,Yes,5,6,59,excellent
7,41,No,7,5,32,review
2,46,Yes,7,7,21,review
4,73,No,7,4,56,excellent
,71,No,7,5,55,review
,92,No,,0,74,excellent
9,78,Yes,6,7,74,excellent
5,71,No,8,0,56,review
2,82,No,9,2,58,review
,82,No,8,1,64,excellent
9,53,Yes,5,5,49,review
7,42,No,6,7,31,review
2,85,Yes,4,7,64,review
9,71,No,4,6,63,review
4,82,No,6,6,66,excellent
9,75,Yes,4,7,73,excellent
2,56,Yes,6,4,38,excellent
4,87,No,5,2,70,review
5,42,Yes,,1,27,review
2,96,No,8,2,72,excellent
1,49,No,4,2,21,excellent
7,92,Yes,6,6,85,excellent
1,86,Yes,5,0,62,review
8,79,Yes,8,6,73,excellent
3,57,No,,5,32,review
6,42,No,4,9,30,excellent
7,78,No,4,1,64,excellent
1,49,Yes,,9,25,excellent
6,91,Yes,5,0,82,excellent
7,48,Yes,4,8,41,excellent
6,85,No,5,1,71,review
4,94,Yes,4,3,79,review
1,85,Yes,7,8,59,excellent
9,50,No,5,8,45,review
4,99,Yes,6,0,84,review
7,72,Yes,5,1,62,review
7,75,No,4,1,65,review
2,65,No,,1,43,excellent
1,66,No,8,7,39,review
8,77,No,6,7,70,excellent
8,61,No,6,9,54,excellent
7,65,No,5,7,55,review
8,61,Yes,9,3,55,excellent
3,44,Yes,6,7,25,review
2,74,No,6,6,52,excellent
7,41,No,,7,31,review
8,74,Yes,5,0,68,review
1,48,No,4,2,19,review
9,90,No,5,9,87,review
4,90,Yes,8,5,71,excellent
4,88,Yes,9,0,74,review
,57,No,6,3,35,excellent
6,82,No,5,8,69,review
1,51,Yes,6,6,24,excellent
6,42,No,6,0,29,excellent
2,57,Yes,7,5,34,review
9,95,Yes,4,5,93,review
2,77,No,9,1,52,excellent
7,46,Yes,5,5,37,review
1,72,Yes,8,9,49,review
7,45,Yes,9,1,38,excellent
5,57,No,7,7,44,excellent
,84,No,4,6,75,excellent
4,61,No,8,5,44,excellent
7,90,Yes,8,9,84,excellent
6,78,Yes,6,5,65,excellent
5,90,No,4,8,75,excellent
4,48,Yes,7,8,29,review
7,74,Yes,5,9,67,excellent
5,62,No,5,9,50,review
5,51,Yes,7,1,38,review
1,91,Yes,,2,66,excellent
2,63,Yes,6,9,42,review
5,89,Yes,8,6,76,review
3,79,Yes,4,9,64,review
2,48,Yes,8,8,26,excellent
4,52,No,5,5,31,excellent
,79,No,,0,63,review
4,93,Yes,4,6,77,review
4,81,No,7,0,61,review
3,56,No,,4,33,excellent
7,46,No,9,8,39,excellent
9,56,Yes,,9,52,review
5,94,No,5,9,82,review
4,89,Yes,9,8,73,excellent
2,63,No,4,0,37,excellent
2,41,No,6,5,16,review
5,74,Yes,4,2,59,review
7,67,No,5,8,59,review
,58,Yes,7,2,56,excellent
7,72,No,8,1,59,excellent
5,60,No,7,7,46,excellent
6,92,No,5,2,80,excellent
3,49,No,7,4,30,excellent
,92,Yes,6,5,78,excellent
8,85,Yes,6,9,81,review
1,84,No,4,9,57,review
1,48,Yes,7,0,24,excellent
7,77,No,7,6,66,excellent
5,45,Yes,5,6,31,review
5,90,Yes,4,4,73,review
,92,Yes,4,8,66,review
9,81,No,7,1,78,review
1,94,Yes,8,4,66,review
5,74,Yes,7,1,57,excellent
9,57,No,7,1,50,excellent
4,92,No,7,8,77,excellent
8,58,No,6,6,54,excellent
6,44,Yes,9,3,30,excellent
3,64,Yes,4,7,43,review
4,50,Yes,9,3,34,review
2,49,Yes,6,0,26,review
1,56,Yes,8,9,36,excellent
8,75,Yes,5,2,69,review
,65,No,8,9,39,excellent
1,70,Yes,4,0,44,review
4,71,Yes,5,1,56,excellent
6,60,Yes,9,1,47,review
9,57,No,,6,56,excellent
1,99,Yes,4,3,73,review
7,57,No,8,9,48,review
5,40,Yes,5,8,24,excellent
8,53,No,5,1,49,excellent
,47,No,8,8,41,excellent
4,41,No,6,5,24,excellent
4,90,Yes,8,9,72,excellent
6,54,No,9,7,45,excellent
6,99,Yes,8,6,92,review
,73,No,8,7,68,review
5,75,Yes,6,8,62,review
,40,No,7,7,36,excellent
5,90,No,5,5,77,excellent
,60,Yes,9,7,40,excellent
6,81,No,4,7,69,review
9,40,Yes,5,1,38,review
3,71,No,5,1,50,excellent
1,59,No,7,0,33,review
,93,Yes,5,9,69,excellent
3,86,Yes,5,1,63,review
5,75,Yes,6,6,59,review
3,78,No,6,2,54,excellent
,69,Yes,6,3,65,review
8,46,Yes,,3,41,review
3,61,No,6,3,41,excellent
9,96,Yes,9,1,94,excellent
6,89,Yes,4,5,80,excellent
7,84,No,7,0,74,excellent
4,49,No,,4,33,review
4,95,No,,1,78,review
2,47,No,6,8,21,review
5,66,No,,1,49,review
8,49,Yes,8,5,43,review
7,53,No,5,3,40,excellent
7,85,No,9,5,77,review
,98,No,5,1,84,excellent
3,91,Yes,7,1,74,review
5,93,Yes,4,6,78,review
1,50,Yes,,2,21,review
7,45,Yes,7,2,34,excellent
9,60,No,4,6,54,review
1,72,No,4,7,47,excellent
2,58,No,5,6,36,excellent
3,78,Yes,4,2,53,review
3,63,No,4,2,45,excellent
8,57,Yes,7,6,52,excellent
7,74,Yes,4,2,66,excellent
,91,Yes,9,1,79,review
4,82,No,6,6,63,excellent
9,76,No,6,2,72,excellent
1,58,No,7,4,33,review
,92,No,6,6,70,review
,63,Yes,5,1,47,review
3,95,No,9,7,73,review
1,73,Yes,9,1,50,review
5,61,Yes,7,3,48,review
7,43,Yes,4,3,33,review
2,96,Yes,6,7,72,excellent
5,49,Yes,5,0,31,excellent
6,41,Yes,7,8,32,excellent
7,47,Yes,7,5,34,excellent
1,72,No,4,3,41,review
7,98,No,8,5,91,review
4,77,Yes,6,5,61,excellent
8,82,No,5,8,75,review
4,98,No,7,3,80,review
6,67,No,6,7,57,review
9,49,No,5,0,46,review
5,84,Yes,9,5,71,review
4,40,No,9,4,21,review
8,73,Yes,,2,69,review
9,42,Yes,9,3,37,excellent
4,48,No,7,7,32,review
3,44,No,6,9,26,excellent
8,81,Yes,5,1,74,excellent
5,49,Yes,7,7,34,excellent
